employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted,training_impact
11205,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,36,5.0,8,0,48,0,48
469,Technology,region_2,Bachelor's,f,sourcing,1,57,3.0,19,0,81,0,81
44703,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,42,4.0,9,0,51,0,51
14847,Sales & Marketing,region_20,Bachelor's,m,other,1,28,3.0,3,0,48,0,48
43689,Analytics,region_12,Bachelor's,m,sourcing,2,33,4.0,3,0,86,0,172
72157,Analytics,region_2,Bachelor's,m,sourcing,1,41,3.0,3,0,86,0,86
74579,Operations,region_2,Below Secondary,m,other,2,26,,1,0,61,0,122
51544,Procurement,region_12,Bachelor's,f,other,1,32,5.0,5,1,84,1,84
5128,Operations,region_2,,m,other,1,48,3.0,8,0,57,0,57
37952,Operations,region_26,Master's & above,m,other,1,41,3.0,7,0,58,0,58
39914,Technology,region_2,Master's & above,m,other,1,31,5.0,4,0,82,0,82
74332,Sales & Marketing,region_26,Bachelor's,m,other,1,37,4.0,5,0,54,0,54
42886,Analytics,region_29,Bachelor's,m,other,1,30,1.0,4,0,84,0,84
53988,Finance,region_2,Below Secondary,m,other,1,26,5.0,2,0,60,0,60
49775,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,44,5.0,11,0,42,0,42
66965,Operations,region_7,Bachelor's,f,sourcing,1,44,3.0,10,0,60,0,60
70197,R&D,region_22,Master's & above,m,other,1,30,4.0,2,0,96,1,96
66210,Operations,region_22,Below Secondary,m,other,1,24,3.0,2,0,59,0,59
71008,Sales & Marketing,region_27,Bachelor's,m,other,1,40,1.0,10,0,49,0,49
52132,Technology,region_11,Master's & above,m,other,1,32,3.0,5,0,80,0,80
72604,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,40,5.0,7,0,53,0,53
66802,Technology,region_7,Below Secondary,f,other,2,24,4.0,3,0,78,0,156
55730,Sales & Marketing,region_26,Bachelor's,m,other,1,45,4.0,15,0,64,1,64
8284,Sales & Marketing,region_2,Bachelor's,f,other,1,34,5.0,5,0,60,1,60
69715,Operations,region_2,,f,other,1,58,4.0,18,0,60,0,60
36117,Technology,region_24,Bachelor's,m,sourcing,1,35,3.0,7,0,82,0,82
56139,Sales & Marketing,region_16,,m,other,1,24,4.0,2,0,51,0,51
15924,Sales & Marketing,region_23,Bachelor's,m,other,1,35,2.0,8,0,48,0,48
41776,Technology,region_23,Bachelor's,m,sourcing,1,31,1.0,2,0,81,0,81
25949,Operations,region_29,Bachelor's,m,other,1,33,3.0,5,0,60,0,60
51509,HR,region_2,Master's & above,f,sourcing,1,44,3.0,14,0,47,0,47
36936,Sales & Marketing,region_28,,m,other,1,24,2.0,2,0,52,1,52
25572,Procurement,region_2,Bachelor's,m,other,2,34,2.0,10,0,69,0,138
11337,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,37,5.0,2,0,54,0,54
34965,Operations,region_26,Bachelor's,m,other,2,31,3.0,4,0,63,0,126
38318,Procurement,region_19,Bachelor's,m,other,1,32,3.0,8,0,69,0,69
60969,Operations,region_2,Bachelor's,f,other,1,33,5.0,7,0,57,0,57
72765,Operations,region_2,,f,sourcing,1,53,3.0,11,0,57,0,57
16951,Operations,region_22,Bachelor's,m,sourcing,2,37,5.0,4,0,57,0,114
54416,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,30,2.0,5,0,49,0,49
4585,Analytics,region_15,Bachelor's,m,sourcing,1,35,5.0,3,0,81,0,81
64140,Technology,region_11,Bachelor's,m,sourcing,1,32,3.0,4,0,80,0,80
35746,Operations,region_15,Bachelor's,m,sourcing,1,45,3.0,9,0,61,0,61
6587,Procurement,region_13,Bachelor's,m,other,1,29,,1,0,69,0,69
1901,Sales & Marketing,region_4,Bachelor's,m,sourcing,2,31,3.0,4,0,53,0,106
56849,Technology,region_15,Bachelor's,m,sourcing,2,34,3.0,8,0,80,0,160
56233,Analytics,region_22,Bachelor's,f,other,1,24,,1,0,86,0,86
15844,Operations,region_3,Master's & above,f,other,1,31,5.0,7,0,59,0,59
1497,Sales & Marketing,region_10,Master's & above,f,other,1,37,3.0,6,0,47,0,47
11488,Sales & Marketing,region_7,Master's & above,m,other,1,42,3.0,12,0,48,0,48
59616,Procurement,region_4,Master's & above,m,other,1,40,3.0,6,0,72,0,72
9002,Operations,region_2,Bachelor's,m,sourcing,1,37,5.0,5,0,64,0,64
63753,Operations,region_22,Bachelor's,m,other,1,50,3.0,8,0,57,0,57
9192,Operations,region_21,Bachelor's,m,other,1,28,,1,0,61,0,61
30143,HR,region_2,Master's & above,f,referred,1,57,3.0,13,0,53,0,53
23360,Sales & Marketing,region_28,Master's & above,m,other,2,42,2.0,10,0,46,0,92
53301,Operations,region_2,Master's & above,m,sourcing,1,34,3.0,8,0,61,0,61
29073,Operations,region_2,Bachelor's,f,sourcing,1,34,5.0,8,0,54,0,54
36460,Operations,region_13,Bachelor's,m,other,1,29,,1,0,62,0,62
3171,Operations,region_4,Master's & above,f,referred,1,32,4.0,7,0,59,0,59
55062,Operations,region_7,Bachelor's,f,sourcing,1,27,5.0,2,0,61,0,61
64798,Analytics,region_22,Bachelor's,m,other,3,30,,1,0,83,0,249
7908,Technology,region_33,Master's & above,m,other,1,46,3.0,17,0,83,0,83
70048,Sales & Marketing,region_1,Master's & above,m,other,1,37,3.0,10,0,49,1,49
63757,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,48,4.0,13,0,52,0,52
19046,Technology,region_2,Bachelor's,m,other,1,40,5.0,12,0,84,0,84
37427,Technology,region_20,Bachelor's,m,other,1,32,3.0,6,0,73,0,73
58138,Sales & Marketing,region_20,Bachelor's,m,other,1,33,1.0,7,0,48,0,48
68064,Procurement,region_23,Bachelor's,f,other,1,35,3.0,6,0,66,0,66
6711,Sales & Marketing,region_6,,m,sourcing,1,23,3.0,2,0,51,0,51
51002,Analytics,region_15,Master's & above,m,other,1,32,3.0,4,0,86,0,86
5132,Operations,region_2,Bachelor's,m,sourcing,4,31,3.0,6,0,59,0,236
15801,Operations,region_26,Bachelor's,f,other,1,40,4.0,13,0,60,0,60
47265,Procurement,region_2,Master's & above,m,other,1,43,2.0,7,0,70,0,70
26798,Operations,region_32,Master's & above,m,other,1,38,3.0,6,0,60,0,60
72203,Sales & Marketing,region_7,Bachelor's,m,other,1,36,5.0,8,0,49,0,49
46862,Procurement,region_7,Master's & above,m,other,1,49,5.0,20,0,65,0,65
75629,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,32,1.0,4,0,50,0,50
10452,Analytics,region_2,Bachelor's,m,other,2,26,3.0,2,0,91,0,182
37017,Analytics,region_7,Bachelor's,m,sourcing,1,55,3.0,18,0,87,0,87
76427,HR,region_22,Master's & above,f,other,1,35,3.0,5,0,50,0,50
46925,Operations,region_9,Master's & above,f,other,1,36,4.0,6,0,59,0,59
43828,Sales & Marketing,region_30,Bachelor's,m,other,1,29,5.0,4,0,45,0,45
58383,Procurement,region_4,Bachelor's,m,other,1,46,3.0,19,0,72,0,72
20660,R&D,region_27,Bachelor's,m,sourcing,2,30,3.0,4,0,84,0,168
46166,Sales & Marketing,region_2,Bachelor's,m,other,1,51,5.0,19,0,40,0,40
11123,Sales & Marketing,region_29,Master's & above,m,other,1,37,3.0,7,0,54,0,54
67946,Analytics,region_32,,m,other,1,27,3.0,2,0,88,0,88
41763,Sales & Marketing,region_26,,m,other,1,43,1.0,4,0,49,0,49
40628,HR,region_32,Bachelor's,f,other,1,31,3.0,7,0,51,0,51
61482,Operations,region_7,Master's & above,f,sourcing,2,38,4.0,9,0,65,0,130
63083,Sales & Marketing,region_2,Master's & above,f,other,1,43,1.0,10,0,45,0,45
33789,Technology,region_7,Bachelor's,m,sourcing,3,29,3.0,4,0,81,0,243
3540,Technology,region_22,Master's & above,f,sourcing,1,30,3.0,2,0,79,0,79
51292,HR,region_2,Bachelor's,f,other,1,49,5.0,22,0,50,0,50
137,Analytics,region_7,Master's & above,m,other,1,49,4.0,5,0,90,0,90
73204,Sales & Marketing,region_7,Master's & above,m,sourcing,1,36,2.0,5,0,48,0,48
73753,Procurement,region_10,Master's & above,m,sourcing,1,33,1.0,3,0,71,0,71
49737,Sales & Marketing,region_22,Master's & above,m,other,3,52,3.0,25,0,49,0,147
22462,Sales & Marketing,region_32,Bachelor's,f,other,1,29,,1,0,53,0,53
36905,Operations,region_7,Bachelor's,m,other,1,37,3.0,11,0,56,0,56
16004,Finance,region_22,Below Secondary,m,other,1,25,3.0,3,0,61,0,61
10002,HR,region_2,Below Secondary,m,sourcing,1,24,,1,0,52,0,52
43176,Technology,region_7,Master's & above,f,referred,1,37,4.0,13,0,79,0,79
12538,Operations,region_14,Bachelor's,m,other,1,35,5.0,10,0,59,1,59
56140,Technology,region_13,Bachelor's,f,other,1,33,3.0,4,0,76,1,76
71196,Procurement,region_2,Bachelor's,f,sourcing,1,33,5.0,9,0,71,0,71
57893,Technology,region_2,Bachelor's,f,other,1,59,3.0,28,0,78,0,78
5640,Analytics,region_2,Bachelor's,m,sourcing,1,29,,1,0,88,0,88
41208,Operations,region_2,Bachelor's,f,other,1,38,2.0,8,0,59,0,59
55857,Operations,region_2,Bachelor's,m,sourcing,1,48,4.0,13,0,57,0,57
27907,Legal,region_11,Bachelor's,m,other,1,31,3.0,1,0,62,0,62
5933,Technology,region_5,Master's & above,f,sourcing,1,32,1.0,5,0,77,0,77
44678,Procurement,region_22,Bachelor's,m,other,3,24,3.0,2,0,63,0,189
48266,Technology,region_7,Master's & above,m,sourcing,2,37,5.0,5,0,77,0,154
46639,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,32,5.0,8,0,46,1,46
21523,Sales & Marketing,region_4,Bachelor's,m,other,1,31,3.0,2,0,48,0,48
32437,Operations,region_2,Bachelor's,m,sourcing,2,45,3.0,5,1,61,0,122
65689,Sales & Marketing,region_2,Bachelor's,m,other,1,57,5.0,6,0,45,0,45
73819,Operations,region_15,Master's & above,m,other,2,39,2.0,8,0,59,0,118
74019,Procurement,region_2,Master's & above,m,sourcing,1,42,1.0,4,0,70,0,70
76698,Operations,region_7,Bachelor's,f,other,1,45,3.0,4,1,65,1,65
70387,Operations,region_30,Master's & above,m,sourcing,1,41,3.0,3,0,61,0,61
56162,Technology,region_27,Master's & above,f,sourcing,1,41,1.0,11,0,74,0,74
26260,Sales & Marketing,region_24,Master's & above,m,sourcing,1,34,1.0,7,0,50,0,50
53188,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,47,5.0,18,0,52,0,52
34074,Sales & Marketing,region_25,Master's & above,m,sourcing,1,33,5.0,7,0,51,0,51
38934,Operations,region_22,Master's & above,f,sourcing,1,48,3.0,15,0,69,1,69
39799,Operations,region_15,Bachelor's,m,other,1,34,4.0,3,0,60,0,60
40775,Sales & Marketing,region_1,Master's & above,m,other,1,35,5.0,4,0,47,0,47
41928,Analytics,region_1,Master's & above,m,sourcing,1,35,5.0,4,0,84,0,84
31364,Technology,region_15,Bachelor's,f,sourcing,2,26,3.0,2,0,79,0,158
25351,Sales & Marketing,region_14,Master's & above,m,sourcing,1,45,3.0,17,0,49,0,49
72690,Sales & Marketing,region_9,Master's & above,f,sourcing,1,31,3.0,1,0,54,0,54
11666,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,30,5.0,7,0,49,0,49
10167,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,46,1.0,5,0,50,0,50
43399,Operations,region_2,Bachelor's,f,other,1,60,5.0,4,0,56,0,56
72916,Operations,region_27,Bachelor's,m,other,1,44,5.0,11,0,55,0,55
19440,Technology,region_22,Master's & above,m,sourcing,3,35,3.0,3,0,86,0,258
55444,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,33,2.0,6,0,52,0,104
10360,Operations,region_6,Bachelor's,m,sourcing,1,38,4.0,8,0,55,0,55
66637,Technology,region_22,Master's & above,m,sourcing,1,39,3.0,5,0,80,0,80
63026,Sales & Marketing,region_26,Bachelor's,m,other,1,30,3.0,2,0,50,0,50
53981,Operations,region_5,Bachelor's,m,sourcing,1,31,,1,0,65,0,65
66248,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,57,4.0,3,0,50,0,50
73279,Sales & Marketing,region_2,Bachelor's,f,other,1,34,1.0,7,0,50,0,50
57365,Operations,region_2,Bachelor's,m,other,1,38,3.0,4,0,66,0,66
36691,Sales & Marketing,region_14,,m,other,1,24,,1,0,55,0,55
31987,Procurement,region_17,Master's & above,m,other,1,45,3.0,16,0,87,1,87
73265,Sales & Marketing,region_1,Master's & above,m,other,1,40,1.0,11,0,53,0,53
62530,Procurement,region_32,Bachelor's,m,other,2,32,3.0,3,0,70,0,140
52716,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,29,3.0,2,0,48,0,96
12930,Finance,region_2,Bachelor's,f,other,1,39,4.0,11,0,59,0,59
70371,Analytics,region_13,Bachelor's,m,sourcing,1,32,3.0,7,0,80,0,80
32774,Operations,region_2,Master's & above,m,other,2,57,4.0,7,0,58,0,116
78119,Procurement,region_11,Bachelor's,f,other,1,36,3.0,4,0,72,0,72
50338,Sales & Marketing,region_2,Bachelor's,m,other,1,34,1.0,5,0,46,0,46
64630,HR,region_22,Master's & above,f,other,1,33,5.0,7,0,50,0,50
1830,Technology,region_2,Master's & above,m,sourcing,1,39,2.0,4,0,81,0,81
60743,Finance,region_15,Bachelor's,f,sourcing,2,32,4.0,8,0,59,0,118
77734,Technology,region_2,Bachelor's,m,referred,1,31,3.0,6,0,77,0,77
51440,Sales & Marketing,region_22,Bachelor's,m,other,1,31,1.0,7,0,52,0,52
58579,Procurement,region_22,Bachelor's,f,other,1,25,3.0,3,0,68,0,68
38123,Sales & Marketing,region_4,Bachelor's,f,sourcing,1,43,5.0,4,0,50,0,50
57033,Operations,region_2,Bachelor's,m,sourcing,1,25,,1,0,65,0,65
42513,Procurement,region_2,Master's & above,f,other,1,50,1.0,16,0,68,0,68
29146,Operations,region_22,Master's & above,m,other,3,32,3.0,4,0,64,1,192
72935,Finance,region_32,Bachelor's,m,sourcing,1,28,3.0,2,0,59,0,59
16889,Sales & Marketing,region_17,Bachelor's,m,other,1,32,1.0,5,0,51,0,51
6181,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,34,5.0,5,0,49,0,49
9025,Operations,region_16,Bachelor's,m,other,1,30,5.0,4,0,55,0,55
65024,Operations,region_7,Master's & above,f,sourcing,1,33,5.0,6,0,74,1,74
61874,Procurement,region_7,Master's & above,m,sourcing,2,46,4.0,19,0,70,0,140
30900,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,35,4.0,10,0,50,1,50
44381,Operations,region_7,Bachelor's,m,other,1,33,5.0,8,0,59,1,59
805,Operations,region_22,Bachelor's,m,sourcing,1,30,4.0,4,0,59,0,59
10468,Procurement,region_7,Bachelor's,m,sourcing,2,33,5.0,4,0,71,0,142
54127,Sales & Marketing,region_13,Bachelor's,m,other,1,28,4.0,5,0,52,0,52
63027,Technology,region_24,Master's & above,m,other,1,38,3.0,8,0,84,0,84
26944,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,34,2.0,7,0,49,1,49
6788,Sales & Marketing,region_2,,f,other,2,40,,1,0,51,0,102
51318,Procurement,region_31,Bachelor's,f,sourcing,2,30,3.0,5,0,73,0,146
30551,Operations,region_12,Bachelor's,f,sourcing,1,29,2.0,7,0,60,0,60
74141,R&D,region_26,Bachelor's,m,sourcing,1,30,3.0,3,0,83,0,83
16399,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,38,4.0,10,0,50,0,50
10389,Operations,region_7,Bachelor's,m,other,3,40,3.0,11,0,60,0,180
15369,Analytics,region_22,,f,other,1,29,4.0,5,0,86,0,86
41337,HR,region_2,Master's & above,f,sourcing,1,53,4.0,25,0,47,0,47
633,Sales & Marketing,region_17,Bachelor's,f,sourcing,1,26,3.0,2,0,49,0,49
30155,Analytics,region_32,Bachelor's,m,other,2,28,,1,0,82,0,164
59337,Analytics,region_22,Master's & above,m,sourcing,1,26,,1,0,84,0,84
3968,Procurement,region_10,Bachelor's,m,other,1,28,3.0,4,0,65,0,65
1709,HR,region_7,Bachelor's,f,sourcing,1,30,3.0,3,0,51,0,51
1588,Operations,region_15,Master's & above,m,other,1,59,4.0,4,0,56,0,56
573,R&D,region_22,Bachelor's,f,other,1,29,,1,0,86,0,86
24750,Technology,region_14,Bachelor's,m,sourcing,1,31,3.0,4,0,83,0,83
9098,Procurement,region_7,Bachelor's,f,other,1,26,3.0,2,0,69,0,69
41768,Operations,region_19,Master's & above,f,sourcing,1,37,3.0,10,0,62,0,62
43660,Operations,region_8,Bachelor's,f,sourcing,1,25,3.0,1,0,62,0,62
8027,Technology,region_31,Bachelor's,m,other,1,27,2.0,3,0,78,0,78
15774,Operations,region_2,Master's & above,m,sourcing,1,39,4.0,10,0,60,0,60
4857,Analytics,region_28,Bachelor's,m,other,1,36,5.0,3,0,91,1,91
58988,Procurement,region_23,Master's & above,m,other,2,35,5.0,6,0,91,1,182
54550,Technology,region_8,Bachelor's,f,other,1,28,,1,0,81,0,81
31552,Sales & Marketing,region_21,Bachelor's,m,other,1,30,,1,0,50,0,50
76968,Procurement,region_22,Master's & above,m,sourcing,1,37,5.0,9,0,75,0,75
73203,Technology,region_28,Master's & above,m,sourcing,2,35,1.0,9,0,80,0,160
60095,Sales & Marketing,region_28,Master's & above,f,other,1,30,1.0,5,0,54,0,54
6731,R&D,region_29,Bachelor's,m,sourcing,1,30,5.0,1,0,96,1,96
39725,Technology,region_2,Bachelor's,m,other,1,45,4.0,3,0,83,0,83
70021,Procurement,region_23,Master's & above,m,other,1,36,3.0,7,0,71,0,71
22958,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,37,3.0,4,0,50,0,50
21955,Procurement,region_2,Bachelor's,f,sourcing,2,39,3.0,4,0,73,0,146
72984,Operations,region_19,Bachelor's,m,other,1,37,5.0,6,0,59,0,59
63667,Procurement,region_26,Bachelor's,m,other,1,28,,1,0,82,1,82
4147,Procurement,region_22,Master's & above,m,sourcing,1,40,3.0,12,0,70,0,70
28714,Sales & Marketing,region_3,Bachelor's,m,other,1,30,5.0,3,0,52,0,52
51959,Operations,region_31,Master's & above,m,other,1,36,4.0,7,0,56,0,56
68716,Sales & Marketing,region_15,Bachelor's,f,other,1,27,2.0,4,0,57,0,57
30802,Operations,region_11,Bachelor's,f,other,1,29,1.0,4,0,57,0,57
34542,Technology,region_2,Bachelor's,f,sourcing,7,31,3.0,5,0,82,0,574
32970,Procurement,region_22,Master's & above,m,other,1,36,4.0,7,0,67,0,67
10936,Operations,region_12,Bachelor's,m,other,1,30,4.0,4,0,57,0,57
20326,Analytics,region_28,Master's & above,m,other,2,32,3.0,6,0,86,0,172
38445,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,29,5.0,2,0,50,0,50
18621,Sales & Marketing,region_2,Bachelor's,f,other,1,29,,1,0,45,0,45
10345,Sales & Marketing,region_22,Master's & above,m,other,2,38,1.0,8,0,47,0,94
25834,Procurement,region_2,Master's & above,f,other,1,51,3.0,15,0,71,0,71
333,Finance,region_22,Master's & above,m,other,1,32,3.0,8,0,58,0,58
28850,Technology,region_14,Master's & above,f,sourcing,1,36,3.0,5,0,83,0,83
61888,Operations,region_15,Bachelor's,m,sourcing,2,30,5.0,5,0,57,0,114
30928,Finance,region_26,Bachelor's,f,sourcing,1,26,3.0,5,0,56,0,56
21230,R&D,region_7,Bachelor's,m,sourcing,2,32,5.0,3,0,83,1,166
22445,Sales & Marketing,region_30,Bachelor's,m,other,2,26,3.0,3,0,50,0,100
57206,Analytics,region_28,Bachelor's,m,sourcing,1,30,4.0,2,0,83,0,83
57587,Sales & Marketing,region_6,Bachelor's,f,other,1,28,1.0,2,0,50,0,50
29950,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,40,3.0,18,0,55,1,55
1825,Legal,region_2,Bachelor's,m,other,1,33,1.0,6,0,66,0,66
5272,Operations,region_2,Below Secondary,f,sourcing,1,24,,1,0,73,1,73
49389,Legal,region_27,Below Secondary,m,other,1,27,,1,0,59,0,59
66875,Operations,region_29,Bachelor's,m,sourcing,1,30,4.0,2,0,61,0,61
51071,Sales & Marketing,region_4,Master's & above,f,sourcing,1,37,3.0,9,0,44,0,44
62499,Operations,region_2,,f,other,1,33,3.0,9,0,58,0,58
4566,Analytics,region_2,Bachelor's,m,other,2,31,3.0,2,0,84,0,168
77674,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,43,3.0,3,0,48,0,48
70679,Sales & Marketing,region_2,Master's & above,f,other,1,39,1.0,10,0,52,1,52
20516,Sales & Marketing,region_2,,m,other,1,24,3.0,2,1,81,1,81
45145,Procurement,region_4,Master's & above,m,other,1,41,2.0,12,0,71,0,71
45721,R&D,region_4,Master's & above,m,other,1,35,5.0,4,0,85,0,85
52241,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,24,,1,0,49,0,49
23337,Sales & Marketing,region_1,Master's & above,m,sourcing,3,33,2.0,7,0,53,0,159
8386,Sales & Marketing,region_17,Master's & above,m,other,1,35,3.0,3,0,47,0,47
70491,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,30,2.0,8,1,50,0,50
23241,Procurement,region_15,Bachelor's,m,other,1,29,3.0,2,0,68,0,68
54003,Sales & Marketing,region_6,Bachelor's,m,other,1,28,5.0,2,0,50,0,50
24843,Operations,region_2,Master's & above,f,other,1,48,5.0,15,0,61,0,61
35222,Technology,region_2,Bachelor's,m,other,1,31,3.0,3,0,79,0,79
47183,Sales & Marketing,region_1,Bachelor's,m,other,1,26,1.0,3,0,50,0,50
22660,Sales & Marketing,region_27,,m,sourcing,2,24,,1,0,47,0,94
11943,Technology,region_27,Bachelor's,f,referred,1,30,,1,0,76,0,76
57744,Operations,region_8,Master's & above,f,sourcing,1,38,3.0,2,0,61,0,61
29142,Sales & Marketing,region_31,,m,sourcing,1,27,5.0,3,0,49,0,49
15620,Technology,region_2,Master's & above,f,other,1,49,1.0,24,0,77,0,77
44301,Technology,region_11,Bachelor's,f,other,1,32,,1,0,80,0,80
24875,Operations,region_34,Bachelor's,m,other,1,26,,1,0,65,0,65
61614,Sales & Marketing,region_2,Bachelor's,f,other,1,35,5.0,7,0,48,0,48
73393,Finance,region_2,Bachelor's,f,other,2,46,3.0,3,0,59,0,118
27459,Procurement,region_22,Master's & above,m,other,1,34,2.0,6,0,69,0,69
27533,Finance,region_22,Bachelor's,f,sourcing,2,30,1.0,3,0,59,0,118
47584,Procurement,region_2,,f,sourcing,1,53,1.0,11,0,67,0,67
75636,Sales & Marketing,region_4,Master's & above,m,sourcing,1,49,3.0,17,0,48,0,48
18390,Procurement,region_27,Master's & above,f,other,1,35,3.0,5,0,68,0,68
69146,R&D,region_22,Master's & above,m,other,1,34,4.0,4,0,83,0,83
10122,Sales & Marketing,region_30,Bachelor's,m,other,7,26,2.0,5,0,46,0,322
20927,Sales & Marketing,region_1,Bachelor's,m,sourcing,2,29,,1,0,47,0,94
60018,Operations,region_7,Master's & above,f,other,1,37,3.0,4,0,58,0,58
68791,Analytics,region_27,Bachelor's,m,other,2,25,4.0,2,0,80,0,160
25354,Sales & Marketing,region_2,Bachelor's,m,other,1,47,4.0,16,0,48,1,48
3491,Analytics,region_12,Bachelor's,m,sourcing,1,28,2.0,5,0,85,0,85
74687,Sales & Marketing,region_14,Bachelor's,m,other,1,32,5.0,10,0,48,0,48
50049,Procurement,region_19,Bachelor's,m,other,1,34,3.0,4,0,71,0,71
30088,Operations,region_2,,m,sourcing,1,36,4.0,3,0,59,0,59
45140,Legal,region_22,Bachelor's,m,other,1,32,2.0,6,0,59,0,59
35436,Procurement,region_24,Master's & above,m,sourcing,2,32,2.0,5,0,72,0,144
72109,Sales & Marketing,region_8,Bachelor's,m,other,1,29,4.0,3,0,52,0,52
24397,Operations,region_22,Bachelor's,m,other,1,32,4.0,4,1,57,1,57
44154,Sales & Marketing,region_22,Bachelor's,m,other,5,27,3.0,2,0,52,0,260
60571,Sales & Marketing,region_13,Bachelor's,m,other,1,34,5.0,4,0,51,0,51
59722,Sales & Marketing,region_16,Master's & above,f,other,1,36,3.0,8,0,48,0,48
27505,Operations,region_8,Bachelor's,m,sourcing,1,26,5.0,2,0,59,0,59
9072,Sales & Marketing,region_14,Master's & above,m,other,1,33,4.0,3,0,94,1,94
14939,Sales & Marketing,region_27,Master's & above,m,other,1,47,1.0,3,0,45,0,45
13888,Sales & Marketing,region_11,Bachelor's,m,other,1,42,3.0,2,0,48,0,48
44589,Sales & Marketing,region_26,Master's & above,m,other,1,38,1.0,8,0,54,0,54
15024,Technology,region_32,Bachelor's,f,sourcing,4,32,5.0,8,0,93,1,372
57609,Procurement,region_17,Bachelor's,f,other,1,44,3.0,16,0,70,0,70
8470,Sales & Marketing,region_22,Master's & above,m,other,1,33,4.0,5,0,46,0,46
47152,Sales & Marketing,region_26,Bachelor's,m,sourcing,2,27,3.0,3,0,55,0,110
43153,Technology,region_2,Master's & above,m,other,2,50,5.0,14,0,85,0,170
4464,Procurement,region_31,Bachelor's,f,other,2,29,3.0,4,0,71,0,142
17190,Procurement,region_34,Bachelor's,m,other,1,29,5.0,4,0,84,1,84
109,Technology,region_27,,m,sourcing,2,28,3.0,2,0,79,0,158
48753,Analytics,region_2,Bachelor's,m,other,1,44,5.0,7,0,84,0,84
17602,Operations,region_8,Bachelor's,f,other,1,32,4.0,2,0,61,0,61
71562,Analytics,region_28,Master's & above,m,sourcing,2,30,3.0,6,0,83,0,166
70593,Operations,region_21,Bachelor's,m,other,1,37,5.0,4,0,59,0,59
4445,Operations,region_22,Bachelor's,f,sourcing,1,37,3.0,5,0,59,0,59
47038,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,32,1.0,4,0,52,0,52
